video,model,frame,detections,drone_det,bird_det,false_class,low_conf_fp,tp_iou,max_conf
video03,BirdDrone-Local,0,1,1,0,0,0,1,0.8221890926361084
video03,BirdDrone-Local,1,1,1,0,0,0,0,0.8752986788749695
video03,BirdDrone-Local,2,1,1,0,0,0,0,0.7091230154037476
video03,BirdDrone-Local,3,1,1,0,0,0,0,0.8653314709663391
video03,BirdDrone-Local,4,1,1,0,0,0,0,0.8559885025024414
video03,BirdDrone-Local,5,1,1,0,0,0,0,0.8169480562210083
video03,BirdDrone-Local,6,1,1,0,0,0,0,0.8878197073936462
video03,BirdDrone-Local,7,2,2,0,0,1,0,0.5805016160011292
video03,BirdDrone-Local,8,1,1,0,0,0,0,0.7748844623565674
video03,BirdDrone-Local,9,1,1,0,0,0,0,0.8505895733833313
video03,BirdDrone-Local,10,2,2,0,0,0,0,0.5920683741569519
video03,BirdDrone-Local,11,2,2,0,0,0,0,0.7493430972099304
video03,BirdDrone-Local,12,1,1,0,0,0,0,0.8499874472618103
video03,BirdDrone-Local,13,1,1,0,0,0,0,0.7206501960754395
video03,BirdDrone-Local,14,1,1,0,0,0,0,0.8327445387840271
video03,BirdDrone-Local,15,2,2,0,0,0,0,0.8757847547531128
video03,BirdDrone-Local,16,1,1,0,0,0,0,0.681675910949707
video03,BirdDrone-Local,17,1,1,0,0,0,0,0.43785351514816284
video03,BirdDrone-Local,18,1,1,0,0,0,0,0.7844528555870056
video03,BirdDrone-Local,19,1,1,0,0,0,0,0.7950276136398315
video03,BirdDrone-Local,20,1,1,0,0,0,0,0.823874294757843
video03,BirdDrone-Local,21,1,1,0,0,0,0,0.627023458480835
video03,BirdDrone-Local,22,1,1,0,0,0,0,0.6211839318275452
video03,BirdDrone-Local,23,1,1,0,0,0,0,0.8080974221229553
video03,BirdDrone-Local,24,1,1,0,0,0,0,0.8294272422790527
video03,BirdDrone-Local,25,1,1,0,0,0,0,0.8133445382118225
video03,BirdDrone-Local,26,1,1,0,0,0,0,0.64927077293396
video03,BirdDrone-Local,27,0,0,0,0,0,0,0.0
video03,BirdDrone-Local,28,1,1,0,0,0,0,0.6599870920181274
video03,BirdDrone-Local,29,1,1,0,0,0,0,0.7247281670570374
video03,BirdDrone-Local,30,1,1,0,0,0,0,0.8355783820152283
video03,BirdDrone-Local,31,1,1,0,0,0,0,0.8022552728652954
video03,BirdDrone-Local,32,2,1,1,1,1,0,0.37982016801834106
video03,BirdDrone-Local,33,1,0,1,1,0,0,0.5659775733947754
video03,BirdDrone-Local,34,1,1,0,0,1,0,0.30683690309524536
video03,BirdDrone-Local,35,1,0,1,1,0,0,0.5200733542442322
video03,BirdDrone-Local,36,1,0,1,1,0,0,0.7485641837120056
video03,BirdDrone-Local,37,0,0,0,0,0,0,0.0
video03,BirdDrone-Local,38,1,1,0,0,0,0,0.39904162287712097
video03,BirdDrone-Local,39,2,2,0,0,2,0,0.3260475993156433
