video,model,frame,detections,drone_det,bird_det,false_class,low_conf_fp,tp_iou,max_conf
video11,TriClass-Cloud-FT,0,2,2,0,0,0,1,0.8045783042907715
video11,TriClass-Cloud-FT,1,1,1,0,0,0,0,0.8087025880813599
video11,TriClass-Cloud-FT,2,1,1,0,0,0,0,0.9161121249198914
video11,TriClass-Cloud-FT,3,1,1,0,0,0,0,0.9077907204627991
video11,TriClass-Cloud-FT,4,1,1,0,0,0,0,0.8899455666542053
video11,TriClass-Cloud-FT,5,1,1,0,0,0,0,0.9177386164665222
video11,TriClass-Cloud-FT,6,2,2,0,0,0,0,0.556267261505127
video11,TriClass-Cloud-FT,7,1,1,0,0,0,0,0.9136752486228943
video11,TriClass-Cloud-FT,8,1,1,0,0,0,0,0.914192259311676
video11,TriClass-Cloud-FT,9,1,1,0,0,0,0,0.9185816645622253
video11,TriClass-Cloud-FT,10,1,1,0,0,0,0,0.9173520803451538
video11,TriClass-Cloud-FT,11,1,1,0,0,0,0,0.9096741080284119
video11,TriClass-Cloud-FT,12,1,1,0,0,0,0,0.9186900854110718
video11,TriClass-Cloud-FT,13,1,1,0,0,0,0,0.9234378337860107
video11,TriClass-Cloud-FT,14,1,1,0,0,0,0,0.9101763963699341
video11,TriClass-Cloud-FT,15,1,1,0,0,0,0,0.9061841368675232
video11,TriClass-Cloud-FT,16,1,1,0,0,0,0,0.8996028900146484
video11,TriClass-Cloud-FT,17,1,1,0,0,0,0,0.9042308926582336
video11,TriClass-Cloud-FT,18,1,1,0,0,0,0,0.9076998233795166
video11,TriClass-Cloud-FT,19,1,1,0,0,0,0,0.9138110280036926
video11,TriClass-Cloud-FT,20,1,1,0,0,0,0,0.912983775138855
video11,TriClass-Cloud-FT,21,1,1,0,0,0,0,0.8746835589408875
video11,TriClass-Cloud-FT,22,1,1,0,0,0,0,0.9091876745223999
video11,TriClass-Cloud-FT,23,1,1,0,0,0,0,0.9163501262664795
video11,TriClass-Cloud-FT,24,1,1,0,0,0,0,0.9144801497459412
video11,TriClass-Cloud-FT,25,1,1,0,0,0,0,0.9298657178878784
video11,TriClass-Cloud-FT,26,1,1,0,0,0,0,0.9168262481689453
video11,TriClass-Cloud-FT,27,1,1,0,0,0,0,0.9294734001159668
video11,TriClass-Cloud-FT,28,1,1,0,0,0,0,0.9011954069137573
video11,TriClass-Cloud-FT,29,1,1,0,0,0,0,0.9199420809745789
video11,TriClass-Cloud-FT,30,1,1,0,0,0,0,0.9212367534637451
video11,TriClass-Cloud-FT,31,1,1,0,0,0,0,0.910616397857666
video11,TriClass-Cloud-FT,32,1,1,0,0,0,0,0.9321454167366028
video11,TriClass-Cloud-FT,33,1,1,0,0,0,0,0.9366983771324158
video11,TriClass-Cloud-FT,34,1,1,0,0,0,0,0.9252977967262268
video11,TriClass-Cloud-FT,35,1,1,0,0,0,0,0.9202525615692139
video11,TriClass-Cloud-FT,36,1,1,0,0,0,0,0.9288887977600098
video11,TriClass-Cloud-FT,37,1,1,0,0,0,0,0.9327142238616943
video11,TriClass-Cloud-FT,38,1,1,0,0,0,0,0.9307298064231873
video11,TriClass-Cloud-FT,39,1,1,0,0,0,0,0.9152488708496094
video11,TriClass-Cloud-FT,40,1,1,0,0,0,0,0.9086235761642456
video11,TriClass-Cloud-FT,41,1,1,0,0,0,0,0.9128872752189636
video11,TriClass-Cloud-FT,42,1,1,0,0,0,0,0.9070242047309875
video11,TriClass-Cloud-FT,43,1,1,0,0,0,0,0.9106397032737732
video11,TriClass-Cloud-FT,44,1,1,0,0,0,0,0.9061786532402039
video11,TriClass-Cloud-FT,45,1,1,0,0,0,0,0.9090248942375183
video11,TriClass-Cloud-FT,46,1,1,0,0,0,0,0.9179546236991882
video11,TriClass-Cloud-FT,47,1,1,0,0,0,0,0.9154694676399231
video11,TriClass-Cloud-FT,48,1,1,0,0,0,0,0.9122635126113892
video11,TriClass-Cloud-FT,49,1,1,0,0,0,0,0.9233023524284363
video11,TriClass-Cloud-FT,50,1,1,0,0,0,0,0.9202027916908264
video11,TriClass-Cloud-FT,51,1,1,0,0,0,0,0.9169297814369202
video11,TriClass-Cloud-FT,52,1,1,0,0,0,0,0.919110119342804
video11,TriClass-Cloud-FT,53,1,1,0,0,0,0,0.9156719446182251
video11,TriClass-Cloud-FT,54,1,1,0,0,0,0,0.9154664874076843
video11,TriClass-Cloud-FT,55,1,1,0,0,0,0,0.9151918292045593
video11,TriClass-Cloud-FT,56,1,1,0,0,0,0,0.9179651737213135
video11,TriClass-Cloud-FT,57,1,1,0,0,0,0,0.9183347821235657
video11,TriClass-Cloud-FT,58,1,1,0,0,0,0,0.9265906810760498
video11,TriClass-Cloud-FT,59,1,1,0,0,0,0,0.928135871887207
video11,TriClass-Cloud-FT,60,1,1,0,0,0,0,0.9286133050918579
video11,TriClass-Cloud-FT,61,1,1,0,0,0,0,0.9387437701225281
video11,TriClass-Cloud-FT,62,2,2,0,0,0,0,0.924077570438385
video11,TriClass-Cloud-FT,63,1,1,0,0,0,0,0.9212514758110046
video11,TriClass-Cloud-FT,64,1,1,0,0,0,0,0.922786295413971
video11,TriClass-Cloud-FT,65,1,1,0,0,0,0,0.9268384575843811
video11,TriClass-Cloud-FT,66,1,1,0,0,0,0,0.9232950210571289
video11,TriClass-Cloud-FT,67,1,1,0,0,0,0,0.9253730177879333
video11,TriClass-Cloud-FT,68,1,1,0,0,0,0,0.9201878309249878
video11,TriClass-Cloud-FT,69,1,1,0,0,0,0,0.9186789393424988
video11,TriClass-Cloud-FT,70,1,1,0,0,0,0,0.918390691280365
video11,TriClass-Cloud-FT,71,1,1,0,0,0,0,0.9093931317329407
video11,TriClass-Cloud-FT,72,1,1,0,0,0,0,0.9089266657829285
video11,TriClass-Cloud-FT,73,1,1,0,0,0,0,0.9180213212966919
video11,TriClass-Cloud-FT,74,1,1,0,0,0,0,0.924374520778656
video11,TriClass-Cloud-FT,75,1,1,0,0,0,0,0.9283170700073242
video11,TriClass-Cloud-FT,76,1,1,0,0,0,0,0.9302746057510376
video11,TriClass-Cloud-FT,77,1,1,0,0,0,0,0.9291201829910278
video11,TriClass-Cloud-FT,78,1,1,0,0,0,0,0.9319325089454651
video11,TriClass-Cloud-FT,79,1,1,0,0,0,0,0.9324389696121216
video11,TriClass-Cloud-FT,80,1,1,0,0,0,0,0.9322905540466309
video11,TriClass-Cloud-FT,81,1,1,0,0,0,0,0.9348008036613464
video11,TriClass-Cloud-FT,82,1,1,0,0,0,0,0.9374345541000366
video11,TriClass-Cloud-FT,83,1,1,0,0,0,0,0.9335607290267944
video11,TriClass-Cloud-FT,84,1,1,0,0,0,0,0.9345340132713318
video11,TriClass-Cloud-FT,85,1,1,0,0,0,0,0.9145821928977966
video11,TriClass-Cloud-FT,86,1,1,0,0,0,0,0.9254274368286133
video11,TriClass-Cloud-FT,87,1,1,0,0,0,0,0.9146401286125183
video11,TriClass-Cloud-FT,88,1,1,0,0,0,0,0.9274073243141174
video11,TriClass-Cloud-FT,89,1,1,0,0,0,0,0.9231336712837219
video11,TriClass-Cloud-FT,90,1,1,0,0,0,0,0.9146403074264526
video11,TriClass-Cloud-FT,91,1,1,0,0,0,0,0.9195000529289246
video11,TriClass-Cloud-FT,92,1,1,0,0,0,0,0.914804995059967
video11,TriClass-Cloud-FT,93,1,1,0,0,0,0,0.9116091132164001
video11,TriClass-Cloud-FT,94,1,1,0,0,0,0,0.9145950078964233
