video,model,frame,detections,drone_det,bird_det,false_class,low_conf_fp,tp_iou,max_conf
video16,TriClass-Cloud-FT,0,1,1,0,0,0,1,0.8718085289001465
video16,TriClass-Cloud-FT,1,1,1,0,0,0,0,0.8936718106269836
video16,TriClass-Cloud-FT,2,1,1,0,0,0,0,0.8943912386894226
video16,TriClass-Cloud-FT,3,1,1,0,0,0,0,0.8902057409286499
video16,TriClass-Cloud-FT,4,1,1,0,0,0,0,0.7622028589248657
video16,TriClass-Cloud-FT,5,1,1,0,0,0,0,0.6497161984443665
video16,TriClass-Cloud-FT,6,1,1,0,0,0,0,0.8550410866737366
video16,TriClass-Cloud-FT,7,1,1,0,0,0,0,0.8720136880874634
video16,TriClass-Cloud-FT,8,1,1,0,0,0,0,0.6290565729141235
video16,TriClass-Cloud-FT,9,1,1,0,0,0,0,0.8149094581604004
video16,TriClass-Cloud-FT,10,1,1,0,0,0,0,0.8600055575370789
video16,TriClass-Cloud-FT,11,1,1,0,0,0,0,0.8860251307487488
video16,TriClass-Cloud-FT,12,1,1,0,0,0,0,0.8108133673667908
video16,TriClass-Cloud-FT,13,1,1,0,0,0,0,0.9082002639770508
video16,TriClass-Cloud-FT,14,1,1,0,0,0,0,0.8702691793441772
video16,TriClass-Cloud-FT,15,1,1,0,0,0,0,0.8800147771835327
video16,TriClass-Cloud-FT,16,1,1,0,0,0,0,0.9029434323310852
video16,TriClass-Cloud-FT,17,1,1,0,0,0,0,0.8749310374259949
video16,TriClass-Cloud-FT,18,1,1,0,0,0,0,0.8785765767097473
video16,TriClass-Cloud-FT,19,1,1,0,0,0,0,0.8959147334098816
video16,TriClass-Cloud-FT,20,1,1,0,0,0,0,0.8653921484947205
video16,TriClass-Cloud-FT,21,1,1,0,0,0,0,0.8629834055900574
video16,TriClass-Cloud-FT,22,1,1,0,0,0,0,0.8895447254180908
video16,TriClass-Cloud-FT,23,1,1,0,0,0,0,0.8628612756729126
video16,TriClass-Cloud-FT,24,1,1,0,0,0,0,0.8392954468727112
video16,TriClass-Cloud-FT,25,1,1,0,0,0,0,0.8827618956565857
video16,TriClass-Cloud-FT,26,1,1,0,0,0,0,0.8590872287750244
video16,TriClass-Cloud-FT,27,1,1,0,0,0,0,0.8392931818962097
video16,TriClass-Cloud-FT,28,1,1,0,0,0,0,0.8596891760826111
video16,TriClass-Cloud-FT,29,1,1,0,0,0,0,0.6275779008865356
video16,TriClass-Cloud-FT,30,1,1,0,0,0,0,0.8995830416679382
video16,TriClass-Cloud-FT,31,1,1,0,0,0,0,0.8832769989967346
video16,TriClass-Cloud-FT,32,1,1,0,0,0,0,0.8641117215156555
video16,TriClass-Cloud-FT,33,1,1,0,0,0,0,0.8810527324676514
video16,TriClass-Cloud-FT,34,1,1,0,0,0,0,0.8655000925064087
video16,TriClass-Cloud-FT,35,1,1,0,0,0,0,0.8684873580932617
video16,TriClass-Cloud-FT,36,1,1,0,0,0,0,0.886166512966156
video16,TriClass-Cloud-FT,37,1,1,0,0,0,0,0.9018380641937256
video16,TriClass-Cloud-FT,38,1,1,0,0,0,0,0.9185746908187866
video16,TriClass-Cloud-FT,39,1,1,0,0,0,0,0.903968870639801
video16,TriClass-Cloud-FT,40,1,1,0,0,0,0,0.8949313163757324
video16,TriClass-Cloud-FT,41,1,1,0,0,0,0,0.8689181804656982
video16,TriClass-Cloud-FT,42,1,1,0,0,0,0,0.856021523475647
video16,TriClass-Cloud-FT,43,1,1,0,0,0,0,0.8737976551055908
video16,TriClass-Cloud-FT,44,1,1,0,0,0,0,0.8797720670700073
video16,TriClass-Cloud-FT,45,1,1,0,0,0,0,0.8998126983642578
video16,TriClass-Cloud-FT,46,1,1,0,0,0,0,0.8712781667709351
video16,TriClass-Cloud-FT,47,1,1,0,0,0,0,0.8726474642753601
video16,TriClass-Cloud-FT,48,1,1,0,0,0,0,0.8719068765640259
video16,TriClass-Cloud-FT,49,1,1,0,0,0,0,0.8844321370124817
video16,TriClass-Cloud-FT,50,1,1,0,0,0,0,0.8803136348724365
video16,TriClass-Cloud-FT,51,1,1,0,0,0,0,0.8781607151031494
video16,TriClass-Cloud-FT,52,1,1,0,0,0,0,0.8673070669174194
video16,TriClass-Cloud-FT,53,1,1,0,0,0,0,0.8658096194267273
video16,TriClass-Cloud-FT,54,1,1,0,0,0,0,0.8761792182922363
video16,TriClass-Cloud-FT,55,1,1,0,0,0,0,0.8674511313438416
video16,TriClass-Cloud-FT,56,1,1,0,0,0,0,0.8691108226776123
video16,TriClass-Cloud-FT,57,1,1,0,0,0,0,0.8699750304222107
video16,TriClass-Cloud-FT,58,1,1,0,0,0,0,0.849751889705658
video16,TriClass-Cloud-FT,59,1,1,0,0,0,0,0.8638734817504883
video16,TriClass-Cloud-FT,60,1,1,0,0,0,0,0.8750230669975281
video16,TriClass-Cloud-FT,61,1,1,0,0,0,0,0.8612765669822693
video16,TriClass-Cloud-FT,62,1,1,0,0,0,0,0.859795093536377
video16,TriClass-Cloud-FT,63,1,1,0,0,0,0,0.8572797775268555
video16,TriClass-Cloud-FT,64,1,1,0,0,0,0,0.8817147612571716
video16,TriClass-Cloud-FT,65,1,1,0,0,0,0,0.8835825324058533
video16,TriClass-Cloud-FT,66,1,1,0,0,0,0,0.8774314522743225
video16,TriClass-Cloud-FT,67,1,1,0,0,0,0,0.9072809219360352
video16,TriClass-Cloud-FT,68,1,1,0,0,0,0,0.8774666786193848
video16,TriClass-Cloud-FT,69,1,1,0,0,0,0,0.8497069478034973
video16,TriClass-Cloud-FT,70,1,1,0,0,0,0,0.8559280633926392
video16,TriClass-Cloud-FT,71,1,1,0,0,0,0,0.878112256526947
video16,TriClass-Cloud-FT,72,1,1,0,0,0,0,0.8633166551589966
video16,TriClass-Cloud-FT,73,1,1,0,0,0,0,0.8864794373512268
video16,TriClass-Cloud-FT,74,1,1,0,0,0,0,0.8512119650840759
video16,TriClass-Cloud-FT,75,1,1,0,0,0,0,0.8768463134765625
video16,TriClass-Cloud-FT,76,1,1,0,0,0,0,0.881587028503418
video16,TriClass-Cloud-FT,77,1,1,0,0,0,0,0.6766649484634399
video16,TriClass-Cloud-FT,78,1,1,0,0,0,0,0.879063606262207
video16,TriClass-Cloud-FT,79,1,1,0,0,0,0,0.8787772059440613
video16,TriClass-Cloud-FT,80,1,1,0,0,0,0,0.8684245944023132
video16,TriClass-Cloud-FT,81,1,1,0,0,0,0,0.8421208262443542
video16,TriClass-Cloud-FT,82,1,1,0,0,0,0,0.8533493876457214
video16,TriClass-Cloud-FT,83,1,1,0,0,0,0,0.8662593960762024
video16,TriClass-Cloud-FT,84,1,1,0,0,0,0,0.8983041644096375
video16,TriClass-Cloud-FT,85,1,1,0,0,0,0,0.9125382304191589
video16,TriClass-Cloud-FT,86,1,1,0,0,0,0,0.8963260650634766
video16,TriClass-Cloud-FT,87,1,1,0,0,0,0,0.6182830929756165
video16,TriClass-Cloud-FT,88,1,1,0,0,0,0,0.8575853109359741
video16,TriClass-Cloud-FT,89,1,1,0,0,0,0,0.8562161922454834
video16,TriClass-Cloud-FT,90,1,1,0,0,0,0,0.8630200028419495
video16,TriClass-Cloud-FT,91,1,1,0,0,0,0,0.8909872174263
video16,TriClass-Cloud-FT,92,1,1,0,0,0,0,0.8763882517814636
video16,TriClass-Cloud-FT,93,1,1,0,0,0,0,0.8724991083145142
video16,TriClass-Cloud-FT,94,1,1,0,0,0,0,0.8856238722801208
video16,TriClass-Cloud-FT,95,1,1,0,0,0,0,0.9039067625999451
video16,TriClass-Cloud-FT,96,1,1,0,0,0,0,0.8325700759887695
video16,TriClass-Cloud-FT,97,1,1,0,0,0,0,0.8271231651306152
video16,TriClass-Cloud-FT,98,1,1,0,0,0,0,0.8450716733932495
video16,TriClass-Cloud-FT,99,1,1,0,0,0,0,0.8625335693359375
video16,TriClass-Cloud-FT,100,1,1,0,0,0,0,0.8503198623657227
video16,TriClass-Cloud-FT,101,1,1,0,0,0,0,0.8363009095191956
video16,TriClass-Cloud-FT,102,1,1,0,0,0,0,0.8826864361763
video16,TriClass-Cloud-FT,103,1,1,0,0,0,0,0.8640186786651611
video16,TriClass-Cloud-FT,104,1,1,0,0,0,0,0.8626689314842224
video16,TriClass-Cloud-FT,105,1,1,0,0,0,0,0.8234447836875916
video16,TriClass-Cloud-FT,106,1,1,0,0,0,0,0.6626184582710266
video16,TriClass-Cloud-FT,107,1,1,0,0,0,0,0.67779940366745
video16,TriClass-Cloud-FT,108,1,1,0,0,0,0,0.3624311089515686
video16,TriClass-Cloud-FT,109,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,110,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,111,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,112,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,113,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,114,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,115,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,116,1,1,0,0,0,0,0.46671342849731445
video16,TriClass-Cloud-FT,117,1,1,0,0,0,0,0.4106390178203583
video16,TriClass-Cloud-FT,118,1,1,0,0,0,0,0.45431989431381226
video16,TriClass-Cloud-FT,119,1,1,0,0,0,0,0.4749082326889038
video16,TriClass-Cloud-FT,120,1,1,0,0,0,0,0.41119304299354553
video16,TriClass-Cloud-FT,121,1,1,0,0,0,0,0.3731103837490082
video16,TriClass-Cloud-FT,122,1,1,0,0,0,0,0.372490257024765
video16,TriClass-Cloud-FT,123,1,1,0,0,1,0,0.3215610086917877
video16,TriClass-Cloud-FT,124,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,125,1,1,0,0,1,0,0.28114205598831177
video16,TriClass-Cloud-FT,126,1,1,0,0,1,0,0.34591636061668396
video16,TriClass-Cloud-FT,127,1,1,0,0,0,0,0.4191015660762787
video16,TriClass-Cloud-FT,128,1,1,0,0,1,0,0.2832639515399933
video16,TriClass-Cloud-FT,129,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,130,2,2,0,0,1,0,0.4404354393482208
video16,TriClass-Cloud-FT,131,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,132,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,133,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,134,1,1,0,0,0,0,0.5637260675430298
video16,TriClass-Cloud-FT,135,1,1,0,0,0,0,0.5326730012893677
video16,TriClass-Cloud-FT,136,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,137,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,138,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,139,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,140,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,141,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,142,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,143,1,1,0,0,0,0,0.48669010400772095
video16,TriClass-Cloud-FT,144,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,145,1,1,0,0,0,0,0.7289817929267883
video16,TriClass-Cloud-FT,146,2,2,0,0,1,0,0.6750500202178955
video16,TriClass-Cloud-FT,147,2,2,0,0,1,0,0.5060681700706482
video16,TriClass-Cloud-FT,148,1,1,0,0,0,0,0.3749781847000122
video16,TriClass-Cloud-FT,149,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,150,2,2,0,0,0,0,0.44085100293159485
video16,TriClass-Cloud-FT,151,1,1,0,0,0,0,0.5035995841026306
video16,TriClass-Cloud-FT,152,1,1,0,0,0,0,0.4044238030910492
video16,TriClass-Cloud-FT,153,1,1,0,0,0,0,0.5128381848335266
video16,TriClass-Cloud-FT,154,1,1,0,0,0,0,0.40421342849731445
video16,TriClass-Cloud-FT,155,1,1,0,0,1,0,0.33923351764678955
video16,TriClass-Cloud-FT,156,1,1,0,0,1,0,0.34273457527160645
video16,TriClass-Cloud-FT,157,1,1,0,0,0,0,0.37888675928115845
video16,TriClass-Cloud-FT,158,1,1,0,0,0,0,0.42186370491981506
video16,TriClass-Cloud-FT,159,1,1,0,0,1,0,0.3288952708244324
video16,TriClass-Cloud-FT,160,1,1,0,0,0,0,0.3725765645503998
video16,TriClass-Cloud-FT,161,1,1,0,0,1,0,0.3192037343978882
video16,TriClass-Cloud-FT,162,1,1,0,0,1,0,0.2593265175819397
video16,TriClass-Cloud-FT,163,1,1,0,0,1,0,0.34953251481056213
video16,TriClass-Cloud-FT,164,1,1,0,0,1,0,0.31901052594184875
video16,TriClass-Cloud-FT,165,1,1,0,0,1,0,0.3183128535747528
video16,TriClass-Cloud-FT,166,1,1,0,0,1,0,0.29650425910949707
video16,TriClass-Cloud-FT,167,1,1,0,0,1,0,0.29495537281036377
video16,TriClass-Cloud-FT,168,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,169,1,1,0,0,0,0,0.7268226742744446
video16,TriClass-Cloud-FT,170,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,171,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,172,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,173,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,174,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,175,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,176,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,177,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,178,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,179,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,180,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,181,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,182,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,183,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,184,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,185,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,186,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,187,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,188,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,189,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,190,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,191,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,192,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,193,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,194,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,195,0,0,0,0,0,0,0.0
video16,TriClass-Cloud-FT,196,0,0,0,0,0,0,0.0
